2026-03-24 18:32:08 | INFO     | ============================================================
2026-03-24 18:32:08 | INFO     | Ejecución del 24/03/2026 18:32:08
2026-03-24 18:32:08 | INFO     | Día actual: 24 — Mes: MARZO
2026-03-24 18:32:08 | INFO     | ============================================================
2026-03-24 18:32:08 | INFO     | [PROCESANDO] EMPRESA ABC S.A.S.
2026-03-24 18:32:09 | ERROR    |   ERROR al generar PDF para EMPRESA ABC S.A.S.: [Errno 13] Permission denied: 'c:\\6TO SEMESTRE\\INTELIGENCIA ARTIFICIAL\\prueba\\cuentas_cobro\\pdfs\\CuentaCobro_EMPRESA_ABC_S.A.S._MARZO_2026.pdf'
2026-03-24 18:32:09 | INFO     | [PROCESANDO] COMERCIALIZADORA XYZ LTDA.
2026-03-24 18:32:09 | INFO     |   PDF generado: CuentaCobro_COMERCIALIZADORA_XYZ_LTDA._MARZO_2026.pdf
2026-03-24 18:32:17 | ERROR    |   FALLO el envío a: gerencia@xyz.com
2026-03-24 18:32:17 | INFO     | [PROCESANDO] INVERSIONES DELTA S.A.
2026-03-24 18:32:17 | INFO     |   PDF generado: CuentaCobro_INVERSIONES_DELTA_S.A._MARZO_2026.pdf
2026-03-24 18:32:24 | ERROR    |   FALLO el envío a: admin@inversiones-delta.com
2026-03-24 18:32:24 | INFO     | [PROCESANDO] SOLUCIONES OMEGA S.A.S.
2026-03-24 18:32:24 | INFO     |   PDF generado: CuentaCobro_SOLUCIONES_OMEGA_S.A.S._MARZO_2026.pdf
2026-03-24 18:32:32 | ERROR    |   FALLO el envío a: pagos@omega.com
2026-03-24 18:32:32 | INFO     | [PROCESANDO] GRUPO EMPRESARIAL NORTE S.A.
2026-03-24 18:32:32 | INFO     |   PDF generado: CuentaCobro_GRUPO_EMPRESARIAL_NORTE_S.A._MARZO_2026.pdf
2026-03-24 18:32:39 | ERROR    |   FALLO el envío a: financiero@gruponorte.com
2026-03-24 18:32:39 | INFO     | [PROCESANDO] DISTRIBUIDORA SUR LTDA.
2026-03-24 18:32:39 | INFO     |   PDF generado: CuentaCobro_DISTRIBUIDORA_SUR_LTDA._MARZO_2026.pdf
2026-03-24 18:32:47 | ERROR    |   FALLO el envío a: cuentas@distsur.com
2026-03-24 18:32:47 | INFO     | [PROCESANDO] TECNOLOGÍAS INTEGRAL S.A.S.
2026-03-24 18:32:47 | INFO     |   PDF generado: CuentaCobro_TECNOLOGÍAS_INTEGRAL_S.A.S._MARZO_2026.pdf
2026-03-24 18:32:55 | ERROR    |   FALLO el envío a: tesoreria@tecnoint.com
2026-03-24 18:32:55 | INFO     | ------------------------------------------------------------
2026-03-24 18:32:55 | INFO     | Total procesadas exitosamente: 0
2026-03-24 18:32:55 | INFO     | ============================================================
2026-03-24 18:41:40 | INFO     | ============================================================
2026-03-24 18:41:40 | INFO     | Ejecución del 24/03/2026 18:41:40
2026-03-24 18:41:40 | INFO     | Día actual: 24 — Mes: MARZO
2026-03-24 18:41:40 | INFO     | ============================================================
2026-03-24 18:41:40 | INFO     | [PROCESANDO] EMPRESA ABC S.A.S.
